,song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
3436,Syracuse,Pinback,0.677,0.65,0,-9.152,1,0.0278,0.319,0.0159,0.0864,0.627,74.726,audio_features,229840,4
3437,Eyes on Fire,Blue Foundation,0.544,0.383,3,-10.143,0,0.0334,0.67,0.00204,0.125,0.367,145.025,audio_features,302827,4
3438,Radio Silence,James Blake,0.555,0.413,2,-9.645,1,0.0322,0.798,0.015,0.108,0.387,120.072,audio_features,240537,4
3439,Precious Possession,Anna Wise,0.807,0.294,9,-9.533,0,0.154,0.664,0.00341,0.113,0.133,137.964,audio_features,226549,4
3440,My Kind of Woman,Mac DeMarco,0.501,0.765,6,-7.063,0,0.0281,0.00294,0.49,0.184,0.46,91.769,audio_features,190846,4
3441,Tides,The xx,0.714,0.212,9,-13.178,0,0.0444,0.727,0.145,0.0644,0.356,99.033,audio_features,181000,4
3442,Finally Moving,Pretty Lights,0.735,0.555,1,-8.84,0,0.0366,0.382,0.856,0.0952,0.523,100.01,audio_features,277975,4
3443,West Coast,Coconut Records,0.531,0.582,7,-6.363,0,0.0259,0.399,6.01e-05,0.0541,0.357,80.046,audio_features,212114,1
3444,Blueless Bird,Joni Fatora,0.793,0.523,7,-8.012,1,0.0305,0.503,0.0291,0.108,0.735,121.913,audio_features,241801,4
3445,No Diggity,Chet Faker,0.574,0.764,2,-4.797,0,0.228,0.678,0.000974,0.116,0.473,160.044,audio_features,221533,4
3446,Black Mambo,Glass Animals,0.675,0.409,0,-10.707,0,0.0423,0.294,0.000596,0.119,0.308,79.954,audio_features,248920,4
3447,I Need A Forest Fire,James Blake,0.293,0.29,2,-11.596,1,0.0454,0.696,0.875,0.1,0.0373,128.276,audio_features,257220,4
3448,The Wheel,SOHN,0.669,0.431,6,-6.988,0,0.0498,0.304,0.0246,0.0829,0.259,180.038,audio_features,233018,3
3449,Crystal Express,Raury,0.757,0.942,9,-6.213,1,0.0459,0.122,0.00298,0.154,0.736,119.98,audio_features,237827,4
3450,Into the Light,J.Views,0.556,0.811,11,-6.733,1,0.0652,0.51,0.0397,0.131,0.341,93.004,audio_features,271192,4
3451,Used To,Mutemath,0.451,0.615,5,-5.161,0,0.118,0.139,0.0,0.197,0.501,121.901,audio_features,255200,4
3452,Weekend Wars,MGMT,0.549,0.859,5,-3.993,1,0.0361,0.0964,2.36e-05,0.322,0.69,77.013,audio_features,250773,4
3453,Be Apart,Porches,0.605,0.529,6,-7.942,0,0.0298,0.0804,0.00219,0.105,0.202,110.016,audio_features,185853,4
3454,Coffee,Sylvan Esso,0.457,0.455,0,-8.112,1,0.188,0.348,0.00122,0.142,0.163,100.049,audio_features,269693,4
3455,The Bells,Lowell,0.617,0.545,7,-9.207,1,0.0296,0.00655,0.0379,0.144,0.385,97.996,audio_features,258731,4
3456,Crystalised,The xx,0.763,0.484,11,-12.368,0,0.0311,0.812,0.393,0.0841,0.416,122.913,audio_features,201947,4
3457,The Suburbs,Mr Little Jeans,0.494,0.439,2,-11.16,1,0.0577,0.23,0.00689,0.0966,0.487,70.049,audio_features,307067,4
3458,Technicolour Beat,Oh Wonder,0.597,0.363,5,-10.365,0,0.0314,0.626,2.96e-05,0.0848,0.0785,130.022,audio_features,180120,4
3459,Talk Is Cheap,Chet Faker,0.656,0.61,0,-7.894,0,0.171,0.416,0.000172,0.245,0.52,140.058,audio_features,218067,4
3460,Slip,Elliot Moss,0.716,0.275,0,-10.013,0,0.0547,0.754,1.85e-05,0.147,0.352,63.513,audio_features,298907,4
3461,About You,xxyyxx,0.374,0.082,1,-11.402,0,0.0412,0.612,0.202,0.111,0.037,91.428,audio_features,247731,1
3462,Just a Friend,Biz Markie,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308,audio_features,238267,4
3463,Crash,SALES,0.757,0.454,2,-8.531,1,0.0296,0.862,0.00104,0.377,0.492,93.978,audio_features,205532,4
3464,Big Toe,The Growlers,0.51,0.766,4,-5.812,0,0.0278,0.0102,3.21e-05,0.0673,0.727,132.169,audio_features,151719,4
3465,Catamaran,Allah-Las,0.564,0.847,4,-5.845,0,0.0434,0.00658,0.00281,0.0341,0.696,122.037,audio_features,212987,4
3466,High Fantasy,Lace Curtains,0.48,0.773,2,-8.027,1,0.101,0.243,0.00137,0.104,0.0646,143.743,audio_features,192171,4
3467,FKA x inc.,FKA x inc.,0.65,0.493,3,-9.911,0,0.0554,0.62,0.000128,0.114,0.233,110.052,audio_features,233478,4
3468,Cigarette Daydreams,Cage The Elephant,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,audio_features,208760,4
3469,Isabella of Castile,STRFKR,0.488,0.751,10,-6.243,0,0.0343,0.00403,0.69,0.239,0.167,82.991,audio_features,271027,4
3470,Lonely Boy,The Black Keys,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,audio_features,193653,4
3471,The Beekeeper,Dawn Golden,0.617,0.635,5,-7.363,0,0.0376,0.395,0.00282,0.0969,0.19,119.988,audio_features,189853,4
3472,'Cause I'm A Man - HAIM Remix,Tame Impala,0.49,0.733,1,-4.307,1,0.0638,0.279,0.0201,0.0985,0.512,136.112,audio_features,259264,4
3473,Breathe (In The Air) - 2011 Remastered Version,Pink Floyd,0.431,0.375,11,-15.142,0,0.0347,0.391,0.721,0.143,0.258,128.153,audio_features,169535,4
3474,I Might Be Wrong,Radiohead,0.601,0.735,7,-8.321,0,0.0255,0.263,0.795,0.11,0.505,102.891,audio_features,293773,4
3475,PPP,Beach House,0.244,0.465,1,-7.69,1,0.0288,0.382,0.888,0.0572,0.126,104.841,audio_features,368547,3
3476,Let It Happen,Tame Impala,0.602,0.874,1,-5.906,0,0.0428,0.00476,0.0192,0.108,0.612,125.017,audio_features,467585,4
3477,Same Ol’ Mistakes,Rihanna,0.44,0.803,8,-5.415,1,0.0443,0.199,0.00282,0.0591,0.501,151.777,audio_features,397093,4
3478,Outside,TENDER,0.577,0.52,3,-8.237,0,0.0376,0.172,0.00167,0.098,0.432,74.952,audio_features,250493,4
3479,Slip,Elliot Moss,0.716,0.275,0,-10.013,0,0.0547,0.754,1.85e-05,0.147,0.352,63.513,audio_features,298907,4
3480,"Moodna, Once with Grace",Gus Dapperton,0.28,0.42,4,-9.553,0,0.0366,0.372,8.87e-06,0.134,0.148,65.13,audio_features,198000,4
3481,Elevated,RKCB,0.48,0.46,11,-8.651,1,0.0912,0.108,8.26e-06,0.124,0.446,140.863,audio_features,248111,4
3482,Believe,The Bravery,0.385,0.949,8,-3.369,1,0.0459,0.00501,2.13e-06,0.113,0.517,166.137,audio_features,226347,4
3483,Doin' Time,Sublime,0.711,0.724,7,-5.97,1,0.0851,0.0393,3.81e-06,0.141,0.482,80.975,audio_features,251120,4
3484,Casey Jones - 2001 Remaster,Grateful Dead,0.681,0.447,0,-8.83,1,0.0477,0.553,4.36e-06,0.122,0.746,99.418,audio_features,265640,4
3485,Golden Hind,Dr. Dog,0.479,0.72,2,-7.377,1,0.0326,0.627,0.59,0.358,0.336,86.094,audio_features,192668,4
3486,Youth,Glass Animals,0.648,0.718,9,-7.765,0,0.0298,0.129,0.00156,0.112,0.785,96.017,audio_features,230693,4
3487,Holes In My Back,Dr. Dog,0.156,0.462,5,-9.023,1,0.0357,0.572,0.745,0.406,0.0301,85.682,audio_features,154311,3
3488,Engineer Says,Dr. Dog,0.62,0.703,2,-6.627,1,0.048,0.469,0.295,0.123,0.606,131.097,audio_features,249375,4
3489,Good Grief,Dr. Dog,0.52,0.88,7,-5.436,1,0.039,0.0274,0.123,0.302,0.756,80.186,audio_features,179755,4
3490,Polish Girl,Neon Indian,0.633,0.884,9,-4.158,0,0.0369,0.00501,1.93e-05,0.134,0.448,111.98,audio_features,264000,4
3491,Heart It Races - Cover Version,Dr. Dog,0.705,0.474,10,-13.081,1,0.0391,0.443,0.0553,0.338,0.756,98.612,audio_features,233128,4
3492,Beverly Laurel,Tame Impala,0.593,0.743,4,-6.478,0,0.17,0.251,0.636,0.0772,0.722,111.967,audio_features,190489,4
3493,All over You,LEISURE,0.764,0.37,2,-8.194,1,0.0497,0.141,0.00547,0.101,0.887,70.0,audio_features,235714,4
3494,Throwing Stones - 2013 Remaster,Grateful Dead,0.564,0.64,9,-12.837,1,0.0386,0.0996,0.00267,0.287,0.759,104.629,audio_features,441289,4
3495,Black Widow,Reverend And The Makers,0.614,0.609,1,-10.217,1,0.0252,0.0711,0.0159,0.175,0.773,100.099,audio_features,196172,4
3496,Champions Of Red Wine,The New Pornographers,0.609,0.796,2,-6.832,1,0.0268,0.198,0.659,0.272,0.464,137.02,audio_features,220880,3
3497,Skiptracing,Mild High Club,0.721,0.678,11,-9.203,0,0.0245,0.0704,9.4e-05,0.401,0.815,109.409,audio_features,219646,4
3498,Tesselation,Mild High Club,0.668,0.406,4,-9.466,1,0.0321,0.138,0.13,0.096,0.548,73.998,audio_features,152825,4
3499,Give It to Me,HOMESHAKE,0.529,0.644,5,-7.383,1,0.069,0.18,0.188,0.493,0.0682,57.107,audio_features,188971,4
3500,Warned You,Good Morning,0.507,0.428,6,-4.677,1,0.0263,0.662,0.149,0.101,0.406,138.163,audio_features,133129,4
3501,In Your Arms,Sunbeam Sound Machine,0.333,0.784,3,-4.112,1,0.0335,0.0296,0.943,0.411,0.457,140.078,audio_features,279350,4
3502,Fine Madeline,Plums,0.682,0.695,6,-5.72,0,0.0325,0.12,0.569,0.321,0.972,126.318,audio_features,139749,3
3503,Diamond Eyes,Inner Wave,0.735,0.586,4,-7.309,0,0.0339,0.347,0.919,0.305,0.216,104.001,audio_features,316221,4
3504,Sweetest Kill,Broken Social Scene,0.709,0.384,5,-12.427,1,0.0301,0.0893,0.848,0.0961,0.691,87.961,audio_features,309307,4
3505,FFunny FFriends,Unknown Mortal Orchestra,0.689,0.898,11,-4.704,1,0.0791,0.189,0.766,0.077,0.626,90.97,audio_features,256840,4
3506,Deathwish // Deathbed,Forever Lesbians,0.574,0.292,2,-12.72,1,0.0399,0.0017,0.00692,0.153,0.397,92.37,audio_features,208000,4
3507,Cold Summers,Crepes,0.613,0.691,2,-7.337,1,0.0439,0.0782,0.00126,0.104,0.654,117.202,audio_features,174080,4
3508,Hidden Star,Crepes,0.575,0.659,9,-7.251,1,0.0269,0.0271,0.000918,0.174,0.446,132.016,audio_features,215454,4
3509,Everything is Shitty,Jerry Paper,0.686,0.418,1,-16.636,1,0.033,0.772,0.305,0.101,0.628,118.201,audio_features,263676,4
3510,Sanity Or Not,Juan Wauters,0.573,0.873,9,-3.839,1,0.0325,0.631,1.23e-05,0.185,0.963,81.219,audio_features,123727,4
3511,This American Life,Salvia Plath,0.455,0.386,10,-11.75,0,0.0306,0.302,0.00221,0.101,0.37,90.345,audio_features,145267,4
3512,Stressin',King Gizzard & The Lizard Wizard,0.739,0.333,0,-11.292,0,0.203,0.443,8.53e-05,0.0944,0.704,120.106,audio_features,176667,1
3513,Friends,levitation room,0.639,0.509,2,-10.354,1,0.0288,0.002,0.000485,0.0834,0.739,100.157,audio_features,217667,4
3514,Cold Crush (Mndsgn Remix),Kirkis,0.348,0.474,5,-8.382,0,0.0322,0.194,0.91,0.225,0.131,58.719,audio_features,200098,4
3515,Everybody Loves the Sunshine,Roy Ayers Ubiquity,0.591,0.578,11,-10.313,0,0.0351,0.165,2.83e-06,0.164,0.691,80.307,audio_features,240933,4
3516,"Read, Eat, Sleep",The Books,0.745,0.445,0,-16.596,1,0.0723,0.453,0.222,0.106,0.0556,120.071,audio_features,229227,4
3517,Holy Toledo,Vundabar,0.455,0.515,1,-7.689,0,0.0252,0.0082,0.251,0.137,0.215,86.944,audio_features,320075,4
3518,Kokopelli,Mild High Club,0.448,0.323,1,-10.735,1,0.038,0.324,0.0768,0.527,0.177,147.4,audio_features,175459,4
3519,Naturally Lazy,Native America,0.419,0.639,11,-5.798,1,0.0379,0.362,0.45,0.0326,0.659,170.9,audio_features,170280,4
3520,Work This Time,King Gizzard & The Lizard Wizard,0.526,0.489,1,-6.249,0,0.22,0.153,0.103,0.135,0.53,113.913,audio_features,276893,1
3521,You Are the Right One,Sports,0.66,0.591,4,-8.497,0,0.026,0.16,0.848,0.632,0.849,100.034,audio_features,172507,4
3522,Panama,Sports,0.615,0.724,5,-8.583,1,0.0306,0.298,0.459,0.211,0.449,97.728,audio_features,198547,4
3523,Tangible Intangible,Fly Golden Eagle,0.466,0.704,2,-8.626,1,0.0274,0.154,0.000656,0.148,0.59,104.074,audio_features,312027,4
3524,Killin The Vibe,Ducktails,0.575,0.921,6,-3.085,1,0.0533,0.729,0.0955,0.128,0.489,125.583,audio_features,259187,4
3525,Shalala,Moses Gunn Collective,0.454,0.73,7,-5.567,1,0.0304,0.0192,0.0567,0.116,0.461,83.995,audio_features,235875,4
3526,Feels Like Magic,Sports,0.68,0.64,2,-8.276,1,0.0294,0.232,0.745,0.141,0.357,92.025,audio_features,177253,4
3527,Rose Tint - Single Version,Travis Bretzer,0.441,0.418,7,-8.647,1,0.0309,0.0771,0.00863,0.149,0.323,120.033,audio_features,227471,4
3528,Postcards Holiday,Boys Age,0.669,0.753,0,-5.925,1,0.0283,0.352,0.602,0.0983,0.543,95.109,audio_features,234414,4
3529,I'm sorry (feat. shiloh),Swell,0.946,0.66,6,-7.497,0,0.148,0.0834,6.83e-05,0.0436,0.808,134.973,audio_features,157524,4
3530,How To Fly,Sticky Fingers,0.676,0.645,8,-9.335,0,0.0992,0.159,0.00172,0.106,0.537,151.058,audio_features,202187,4
3531,Move This Body,HOMESHAKE,0.813,0.212,7,-9.131,0,0.0596,0.558,0.00154,0.107,0.282,89.923,audio_features,204959,1
3532,Indian Food,Dumbo Gets Mad,0.561,0.896,2,-4.903,1,0.0528,0.765,0.685,0.124,0.629,86.808,audio_features,213786,4
3533,Real. Now. Love.,Jerry Paper,0.912,0.402,7,-11.762,1,0.154,0.54,0.433,0.704,0.906,99.538,audio_features,184055,4
3534,Disease Freak,Alex Calder,0.667,0.598,3,-10.059,1,0.0274,0.387,0.898,0.112,0.598,88.025,audio_features,190426,4
3535,88,Inner Wave,0.656,0.63,4,-6.89,0,0.0322,0.0947,0.417,0.133,0.653,117.054,audio_features,233747,4
3536,Interstellar Me,Inner Wave,0.611,0.59,6,-7.684,0,0.0295,0.579,0.938,0.0936,0.892,92.504,audio_features,193447,4
3537,Loved,levitation room,0.445,0.79,5,-7.148,0,0.0369,8.08e-05,0.126,0.346,0.854,124.084,audio_features,231173,4
3538,Firebird Lane,levitation room,0.368,0.68,9,-6.343,1,0.0313,0.263,0.1,0.226,0.544,117.05,audio_features,282867,4
3539,"Hurry, Get Up",Bedroom,0.578,0.642,7,-6.094,0,0.031,0.184,0.334,0.123,0.155,156.01,audio_features,232330,4
3540,Over It,Fat Nick,0.836,0.466,9,-5.461,1,0.112,0.0629,2.4e-06,0.201,0.232,137.988,audio_features,127080,4
3541,Bad Girl,Devendra Banhart,0.345,0.192,6,-17.126,0,0.0405,0.688,0.872,0.0949,0.354,153.602,audio_features,288187,4
3542,Is This What You Could Not Do?,Gold Celeste,0.433,0.83,4,-5.06,1,0.035,0.00153,0.374,0.434,0.627,102.995,audio_features,228982,4
3543,Closed Eyes,Gantez,0.261,0.816,7,-6.163,1,0.0501,0.0153,0.00129,0.224,0.46,89.148,audio_features,220605,4
3544,Mikey's Song,Acid Ghost,0.787,0.453,7,-6.637,1,0.0299,0.763,0.746,0.104,0.617,97.617,audio_features,90044,3
3545,White Ferrari,Frank Ocean,0.445,0.0939,0,-15.585,1,0.0363,0.781,0.0,0.297,0.234,108.979,audio_features,248808,4
3546,Space Oddity,The Flaming Lips,0.219,0.706,0,-4.477,1,0.0459,0.00531,0.0968,0.0922,0.0744,139.492,audio_features,312985,4
3547,i was all over her,salvia palth,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,audio_features,161463,4
3548,I Love You So,The Walters,0.578,0.669,10,-4.898,1,0.0377,0.65,0.0,0.13,0.503,75.995,audio_features,160254,4
3549,Wordless Chorus,My Morning Jacket,0.824,0.377,2,-9.222,1,0.0436,0.107,0.604,0.11,0.779,116.342,audio_features,252760,4
3550,Subway Girl,Audacity,0.269,0.913,4,-2.05,1,0.0519,0.221,0.0,0.307,0.382,132.06,audio_features,143880,4
3551,Holy Are You,The Electric Prunes,0.362,0.376,0,-14.392,1,0.0417,0.086,0.291,0.0846,0.34,152.046,audio_features,249733,4
3552,Big City,The Electric Prunes,0.317,0.311,7,-15.938,1,0.0365,0.644,0.00154,0.365,0.234,120.683,audio_features,166800,4
3553,Badfish,Sublime,0.824,0.419,11,-7.064,0,0.0676,0.0773,0.000935,0.385,0.516,92.057,audio_features,187213,4
3554,Loud Pipes,Ratatat,0.718,0.703,7,-7.162,0,0.0382,0.109,0.822,0.208,0.858,87.975,audio_features,226533,4
3555,Uncast Shadow Of A Southern Myth,Parquet Courts,0.468,0.58,7,-8.131,1,0.0278,0.34,0.821,0.0737,0.325,76.27,audio_features,386760,4
3556,Camelblues,Mndsgn,0.594,0.304,9,-15.353,0,0.029,0.947,0.198,0.0933,0.13,79.994,audio_features,152985,4
3557,Berlin,RY X,0.393,0.0668,7,-20.755,1,0.0404,0.963,0.105,0.107,0.0384,136.938,audio_features,174172,4
3558,Cancer,Twenty One Pilots,0.652,0.295,2,-11.045,1,0.0477,0.281,1.03e-05,0.0809,0.196,75.065,audio_features,236827,4
3559,"Dali, Van, Picasso",Beenzino,0.5,0.559,10,-5.166,0,0.448,0.354,0.0,0.0906,0.278,175.702,audio_features,223403,4
3560,Sweet n Sour,Waterbed,0.734,0.696,1,-7.983,1,0.15,0.416,0.00181,0.106,0.548,80.545,audio_features,144257,4
3561,Wildcat,Ratatat,0.703,0.718,1,-7.522,1,0.0669,0.0479,0.432,0.0415,0.785,115.993,audio_features,260173,4
3562,Eagle Moon,Blended Babies,0.669,0.715,7,-7.122,0,0.0334,0.795,0.884,0.0967,0.812,67.995,audio_features,225959,4
3563,Follow the Leader,Foxygen,0.514,0.589,2,-8.249,1,0.032,0.0658,5.34e-05,0.0862,0.726,115.283,audio_features,253227,4
3564,Silver Soul,Beach House,0.355,0.671,2,-5.824,1,0.0324,0.471,0.00011,0.288,0.113,135.027,audio_features,298680,4
3565,5ft7,Tonstartssbandht,0.484,0.492,7,-9.297,1,0.0326,0.0385,0.66,0.111,0.184,76.467,audio_features,205500,4
3566,Chameleon World,Jerry Paper,0.851,0.458,1,-12.52,0,0.0559,0.26,0.0883,0.0453,0.927,138.723,audio_features,159907,4
3567,Greedy Motherfuckers,Jerry Paper,0.772,0.413,5,-8.84,1,0.0476,0.0506,0.000785,0.122,0.805,81.279,audio_features,246000,4
3568,Bury Me Face Down,grandson,0.39,0.629,1,-4.876,0,0.0469,0.0187,4.12e-05,0.0658,0.162,141.983,audio_features,231667,4
3569,Underwater,Porches,0.515,0.519,2,-7.807,0,0.0715,0.696,0.000394,0.0635,0.316,84.481,audio_features,240813,4
3570,Drum Test,Night Moves,0.118,0.546,1,-6.028,1,0.0356,0.56,0.423,0.256,0.141,95.085,audio_features,370333,3
3571,Carl Sagan,Night Moves,0.465,0.727,8,-5.181,0,0.0353,0.0112,0.802,0.0964,0.465,118.149,audio_features,232867,4
3572,Cary Me Back,Mild High Club,0.498,0.49,2,-7.636,1,0.0323,0.0576,0.175,0.111,0.135,134.009,audio_features,233137,3
3573,Rheya,Wild Nothing,0.645,0.685,6,-8.557,0,0.0318,0.0648,0.17,0.086,0.712,110.044,audio_features,234846,4
3574,Real Thing,Lower Dens,0.573,0.613,0,-8.697,1,0.0235,0.0249,0.16,0.151,0.171,98.072,audio_features,256792,4
3575,Dopamine,DIIV,0.453,0.969,11,-4.229,0,0.0388,0.000188,0.889,0.101,0.728,152.956,audio_features,235566,4
3576,Feel It All Around,Washed Out,0.362,0.752,8,-4.589,1,0.0547,0.000163,0.677,0.0678,0.466,172.241,audio_features,192080,4
3577,Pretty Pimpin,Kurt Vile,0.566,0.664,8,-9.081,1,0.0281,0.0928,0.305,0.0903,0.764,91.117,audio_features,298760,4
3578,Alien,Wild Nothing,0.434,0.699,8,-6.607,0,0.0341,0.0437,6.58e-05,0.283,0.612,132.075,audio_features,232827,4
3579,Life of Pause,Wild Nothing,0.502,0.736,8,-5.529,0,0.0426,0.0484,0.33,0.2,0.592,121.05,audio_features,186187,4
3580,Every Single Thing,HOMESHAKE,0.816,0.255,6,-10.016,0,0.0416,0.774,0.00684,0.114,0.323,89.922,audio_features,155528,4
3581,Living My Life,Deerhunter,0.538,0.745,6,-7.43,1,0.0312,0.136,0.802,0.0841,0.436,99.993,audio_features,229385,4
3582,Shoulder Pads,Gleemer,0.531,0.856,5,-5.51,1,0.051,0.0165,0.00554,0.322,0.361,118.034,audio_features,148000,4
3583,Tough Love,Forth Wanderers,0.465,0.893,6,-2.169,1,0.0311,0.001,0.045,0.329,0.386,112.571,audio_features,236879,3
3584,Disappear,Stray Dogg,0.386,0.345,1,-9.249,0,0.0301,0.605,0.000334,0.113,0.0951,114.217,audio_features,256464,4
3585,Once You Know,Good Morning,0.577,0.898,6,-5.826,0,0.0326,0.0399,0.0542,0.0839,0.828,115.972,audio_features,230186,4
3586,Reflections After Jane,The Clientele,0.479,0.329,10,-12.219,1,0.0258,0.769,0.199,0.102,0.549,102.704,audio_features,204387,4
3587,Driving to Hawaii,Summer Salt,0.346,0.637,7,-4.919,1,0.0403,0.719,2.03e-05,0.263,0.297,186.836,audio_features,188184,3
3588,Headbanging In The Mirror,Ducktails,0.581,0.568,4,-6.352,0,0.0291,0.00756,0.44,0.0572,0.84,104.308,audio_features,213967,4
3589,The Disney Afternoon,Ducktails,0.588,0.5,9,-7.025,0,0.0312,0.136,0.897,0.0878,0.392,117.918,audio_features,206347,3
3590,Summer of Our Discontent,Sugar Candy Mountain,0.509,0.55,8,-6.498,1,0.0278,0.24,0.0339,0.0811,0.532,136.219,audio_features,216801,4
3591,Cinnamon,Palehound,0.395,0.704,5,-8.485,1,0.0405,0.246,0.392,0.101,0.345,136.199,audio_features,214068,4
3592,Really Thought She Loved Me,Masasolo,0.608,0.409,11,-7.948,1,0.0356,0.0194,0.665,0.117,0.65,122.91,audio_features,215000,4
3593,Stargazers,Jerry Paper,0.421,0.547,1,-5.713,0,0.0352,0.489,0.0313,0.228,0.273,82.268,audio_features,197863,4
3594,Low Volt,Travis Bretzer,0.5,0.765,1,-7.085,1,0.0308,0.000109,0.000747,0.124,0.471,127.937,audio_features,161215,4
3595,Ocean,Olivier Heim,0.447,0.547,5,-9.043,1,0.0318,0.165,0.802,0.146,0.682,166.555,audio_features,207373,4
3596,She Can’t Leave Me Here Alone Tonight,HOMESHAKE,0.679,0.482,0,-9.732,0,0.0593,0.31,0.0357,0.369,0.361,81.438,audio_features,160832,4
3597,Always Forever,Cults,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,audio_features,223747,4
3598,Moon,Little People,0.714,0.528,6,-10.223,1,0.0365,0.345,0.851,0.109,0.721,151.499,audio_features,227867,4
3599,Friday Sky,Babeheaven,0.384,0.308,11,-11.386,1,0.038,0.834,0.847,0.148,0.102,129.901,audio_features,216199,4
3600,Nuclear Fusion,King Gizzard & The Lizard Wizard,0.441,0.779,11,-6.247,1,0.0391,0.333,0.808,0.164,0.603,85.854,audio_features,255453,4
3601,Whiteout,Warpaint,0.686,0.748,9,-6.788,0,0.0394,0.355,0.278,0.107,0.683,116.974,audio_features,282440,4
3602,Chowder,HOMESHAKE,0.614,0.372,4,-13.328,0,0.0488,0.904,0.559,0.119,0.339,101.693,audio_features,208878,4
3603,Call Me Up,HOMESHAKE,0.764,0.24,0,-11.229,1,0.104,0.861,0.00681,0.101,0.524,76.019,audio_features,148563,4
3604,A Vessel,Good Morning,0.534,0.546,11,-10.911,0,0.0409,0.802,0.907,0.113,0.426,122.577,audio_features,199375,5
3605,Kettering,The Antlers,0.324,0.163,9,-13.909,0,0.0416,0.974,0.844,0.0892,0.0852,139.814,audio_features,311240,4
3606,This Old Dog,Mac DeMarco,0.749,0.401,3,-10.856,1,0.0391,0.219,0.0931,0.206,0.616,138.811,audio_features,150547,4
3607,My Old Man,Mac DeMarco,0.658,0.575,1,-11.493,1,0.0332,0.677,0.253,0.0985,0.832,149.274,audio_features,221653,4
3608,White Gloves,Khruangbin,0.635,0.3,2,-13.957,0,0.0285,0.707,0.829,0.574,0.772,91.452,audio_features,218307,4
3609,Suki and Me,Alex Calder,0.593,0.876,11,-4.274,0,0.0345,0.0919,0.847,0.368,0.638,103.002,audio_features,165487,4
3610,Said So What,French Kicks,0.532,0.595,9,-6.146,1,0.0307,0.0782,6.1e-06,0.865,0.109,102.409,audio_features,258440,4
3611,If I Could Find You (Eternity),The Holydrug Couple,0.555,0.457,3,-9.349,1,0.0345,0.0469,0.0146,0.18,0.345,67.009,audio_features,180848,4
3612,Dreamy,The Holydrug Couple,0.373,0.787,0,-6.062,0,0.0339,0.00565,0.854,0.159,0.639,147.959,audio_features,217656,4
3613,Atlantic Postcard,The Holydrug Couple,0.423,0.734,7,-7.789,0,0.0292,6.63e-05,0.802,0.106,0.328,85.992,audio_features,185946,4
3614,Khmlwugh,HOMESHAKE,0.663,0.189,5,-12.372,1,0.0398,0.753,0.0137,0.307,0.141,72.998,audio_features,215335,4
3615,Moon Dust,Cherry Glazerr,0.559,0.922,4,-1.912,0,0.0437,0.00103,0.00338,0.143,0.413,120.015,audio_features,154147,4
3616,Not U,HOMESHAKE,0.753,0.373,8,-12.116,1,0.0364,0.869,0.0212,0.32,0.415,118.053,audio_features,166982,4
3617,Every Single Thing,HOMESHAKE,0.816,0.255,6,-10.016,0,0.0416,0.774,0.00684,0.114,0.323,89.922,audio_features,155528,4
3618,Only In My Dreams,Ariel Pink,0.549,0.878,2,-8.14,1,0.0319,0.0142,0.252,0.237,0.944,123.846,audio_features,191787,4
3619,Mature Themes,Ariel Pink,0.573,0.505,9,-8.458,0,0.0292,0.687,0.0,0.348,0.736,125.016,audio_features,166760,4
